title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude
Woman charged with assaulting Australian senator who shouted at the King,https://www.brentwoodlive.co.uk/news/national/24681460.woman-charged-assaulting-australian-senator-shouted-king/,20241028T060000Z,assault,,Australian senator's office,unknown,A woman has been charged with assaulting an Australian senator after he shouted at the King. The incident took place in the senator's office.,medium,,,
Woman charged with assaulting Australian senator who shouted at the king,https://www.mymotherlode.com/news/asia/3447218/woman-charged-with-assaulting-australian-senator-who-shouted-at-the-king.html,20241028T053000Z,assault,2022-01-27,Albury,general_lgbtiq,A woman was charged with assaulting Australian senator Sarah Hanson-Young after she shouted at the king during a visit to Albury. The incident occurred outside a cafe in Albury.,medium,Woman,-36.0737734,146.9135265
Dad bone - chilling  Saudi sister honour killing taunt : Father vows to hunt down and  slaughter  his daughter after she refuses to leave Australia and return to Saudi Arabia to marry her cousin,https://www.dailymail.co.uk/news/article-13948447/father-threat-saudi-arabia-daughter.html,20241013T111500Z,threat,,Australia,unknown,A father from Saudi Arabia has threatened to hunt down and slaughter his daughter after she refused to return to Saudi Arabia to marry her cousin.,high,Father from Saudi Arabia,,
Community in mourning after sistergirl stabbed to death,https://www.westernadvocate.com.au/story/8785653/community-in-mourning-after-sistergirl-stabbed-to-death/,20241008T071500Z,assault,,Darwin,sistergirl,Community in mourning after a sistergirl was stabbed to death in Darwin.,high,,-12.46044,130.8410469
Community in mourning after sistergirl stabbed to death,https://www.manningrivertimes.com.au/story/8785653/community-in-mourning-after-sistergirl-stabbed-to-death/?cs=9397,20241008T064500Z,assault,,"Darwin, Northern Territory",sistergirl,"Community in mourning after a sistergirl was stabbed to death in Darwin, Northern Territory.",high,,-12.46044,130.8410469
Community in mourning after sistergirl stabbed to death,https://www.theleader.com.au/story/8785653/community-in-mourning-after-sistergirl-stabbed-to-death/?cs=30776,20241008T063000Z,assault,,"Darwin, Northern Territory",sistergirl,"Community in mourning after a sistergirl was stabbed to death in Darwin, Northern Territory.",high,,-12.46044,130.8410469
Community in mourning after sistergirl stabbed to death,https://www.naroomanewsonline.com.au/story/8785653/community-in-mourning-after-sistergirl-stabbed-to-death/?cs=14264,20241008T063000Z,assault,,"Darwin, Northern Territory",sistergirl,"Community in mourning after a sistergirl was stabbed to death in Darwin, Northern Territory.",high,,-12.46044,130.8410469
Community in mourning after sistergirl stabbed to death,https://www.queanbeyanage.com.au/story/8785653/community-in-mourning-after-sistergirl-stabbed-to-death/?cs=14264,20241008T063000Z,assault,,"Darwin, Northern Territory",sistergirl,"Community in mourning after a sistergirl was stabbed to death in Darwin, Northern Territory.",high,,-12.46044,130.8410469
"  A hate crime : disgust , anger at anti - Israel graffiti",https://www.standard.net.au/story/8826272/a-hate-crime-disgust-anger-at-anti-israel-graffiti/,20241121T121500Z,vandalism,,"Bondi Beach, Sydney",unknown,"Disgust and anger were expressed after anti-Israel graffiti was found in Bondi Beach, Sydney.",medium,,-33.8923133,151.2753137
"  A hate crime : disgust , anger at anti - Israel graffiti",https://www.northerndailyleader.com.au/story/8826272/a-hate-crime-disgust-anger-at-anti-israel-graffiti/,20241121T090000Z,vandalism,,"Bondi Beach, Sydney",unknown,"Disgust and anger spread in Bondi Beach, Sydney, after anti-Israel graffiti was found in the area.",medium,,-33.8923133,151.2753137
"  A hate crime : disgust , anger at anti - Israel graffiti",https://www.bendigoadvertiser.com.au/story/8826272/a-hate-crime-disgust-anger-at-anti-israel-graffiti/?cs=9676,20241121T083000Z,vandalism,,"Bondi Beach, Sydney",unknown,Disgust and anger were expressed after anti-Israel graffiti was found at Bondi Beach in Sydney.,medium,,-33.8923133,151.2753137
"  A hate crime : disgust , anger at anti - Israel graffiti",https://www.canberratimes.com.au/story/8826272/a-hate-crime-disgust-anger-at-anti-israel-graffiti/?cs=9676,20241121T083000Z,vandalism,,"Bondi Beach, Sydney",unknown,Disgust and anger were expressed after anti-Israel graffiti was found at Bondi Beach in Sydney.,low,,-33.8923133,151.2753137
Illinois police say 11 teens brutally beat men they targeted using a gay dating app,https://www.yahoo.com/news/illinois-police-11-teens-brutally-143604852.html,20250101T203000Z,assault,,Illinois,gay,11 teens brutally beat men they targeted using a gay dating app in Illinois.,high,11 teenagers,41.8344284,-87.8352012
11 teens charged after men lured via dating apps were beaten : Police – NBC Chicago,https://www.nbcchicago.com/news/local/11-teens-face-charges-after-men-were-lured-via-dating-apps-beaten-police/3632490/,20241227T001500Z,assault,,Chicago,gay,11 teens have been charged after luring men via dating apps and beating them,high,,-33.7598838,150.9090178
Australian PM condemns anti - Israel graffiti in Sydney as  outrage  and  hate crime  ,https://www.independent.co.uk/news/world/australasia/sydney-vandalism-anti-israel-graffiti-b2662362.html,20241211T081500Z,vandalism,2024-12-11,Sydney suburb,unknown,"A car was torched and anti-Israel slogans were painted on the wall of a house in a Sydney suburb, prompting condemnation from the Australian PM.",medium,,,
إحراق سيارة ورسم شعارات معادية لإسرائيل على عقارين في أستراليا ( فيديو ) ,https://www.vetogate.com/5302241,20241211T044500Z,vandalism,,سيدني (Sydney),general_lgbtiq,"A car was set on fire and anti-Israel messages were written on two properties in Sydney, Australia. This incident occurred shortly after a deliberate fire was set at a Jewish synagogue in Melbourne.",medium,,-33.8471082,151.0633848
  Disgusting  anti - Jewish graffiti sparks police pledge,https://citynews.com.au/2024/abhorrent-hate-crime-pm-calls-out-anti-semitic-raid/,20241211T020000Z,vandalism,,Canberra,Jewish,An anti-Semitic attack involving disgusting graffiti has sparked a police pledge in Canberra.,medium,,,
  Disgusting  anti - Jewish graffiti sparks police pledge,https://www.hawkesburygazette.com.au/story/8843495/disgusting-anti-jewish-graffiti-sparks-police-pledge/?cs=30776,20241211T020000Z,vandalism,,Bondi Beach,general_lgbtiq,Anti-Jewish graffiti found in Bondi Beach sparking police response and community outrage.,medium,,,
Car burned after graffiti sprayed to  strike fear  ,https://www.theleader.com.au/story/8843495/car-burned-after-graffiti-sprayed-to-strike-fear/?cs=30776,20241211T010000Z,vandalism,,Brisbane,general_lgbtiq,A car was burned after graffiti was sprayed to strike fear in the LGBTIQ+ community in Brisbane.,medium,,-27.4689623,153.0235009
Car burned after graffiti sprayed to  strike fear  ,https://www.northerndailyleader.com.au/story/8843495/car-burned-after-graffiti-sprayed-to-strike-fear/,20241211T004500Z,vandalism,,Brisbane,unknown,A car was burned after graffiti was sprayed to strike fear in Brisbane.,medium,,-27.4689623,153.0235009
Car burned after graffiti sprayed to  strike fear  ,https://www.examiner.com.au/story/8843495/car-burned-after-graffiti-sprayed-to-strike-fear/,20241211T003000Z,vandalism,,Brisbane,general_lgbtiq,A car was burned after graffiti was sprayed to strike fear in Brisbane.,medium,,-27.4689623,153.0235009
Car burned after graffiti sprayed to  strike fear  ,https://www.juneesoutherncross.com.au/story/8843495/car-burned-after-graffiti-sprayed-to-strike-fear/?cs=9676,20241211T003000Z,vandalism,,Sydney,general_lgbtiq,A car was burned after graffiti was sprayed to strike fear in the LGBTIQ+ community in Sydney.,medium,,-33.8698439,151.2082848
Car burned after graffiti sprayed to  strike fear  ,https://www.merimbulanewsweekly.com.au/story/8843495/car-burned-after-graffiti-sprayed-to-strike-fear/?cs=14264,20241211T001500Z,vandalism,,Sydney,general_lgbtiq,A car was burned after graffiti was sprayed to strike fear in the LGBTIQ+ community in Sydney.,medium,,-33.8698439,151.2082848
Australia largest synagogue damaged in suspected antisemitic arson attack,https://www.ynetnews.com/article/bjgcfokeye,20241206T001500Z,vandalism,,Adass Israel synagogue in Melbourne,unknown,"Two masked individuals poured gasoline inside the synagogue and ignited it, causing significant damage. Two individuals were hospitalized for smoke inhalation, and the condition of Torah scrolls remains unclear.",high,,,
Daycare centre attack near synagogue  evil hate crime  ,https://www.wellingtontimes.com.au/story/8871419/daycare-centre-attack-near-synagogue-evil-hate-crime/?cs=9676,20250120T230000Z,vandalism,,near synagogue,unknown,Daycare centre near a synagogue was vandalized in an evil hate crime incident.,high,,,
Daycare centre attack near synagogue  evil hate crime  ,https://www.westernadvocate.com.au/story/8871419/fresh-anti-semitic-graffiti-attack-near-synagogue/,20250120T224500Z,vandalism,,near synagogue,unknown,Daycare centre near a synagogue was attacked in an evil hate crime incident.,high,,,
Daycare centre attack near synagogue  evil hate crime  ,https://www.armidaleexpress.com.au/story/8871419/daycare-centre-attack-near-synagogue-evil-hate-crime/?cs=9676,20250120T224500Z,vandalism,,near synagogue,general_lgbtiq,Daycare centre near a synagogue was attacked in an evil hate crime incident.,high,,,
Daycare centre attack near synagogue  evil hate crime  ,https://www.bunburymail.com.au/story/8871419/daycare-centre-attack-near-synagogue-evil-hate-crime/?cs=30776,20250120T221500Z,vandalism,,near synagogue,general_lgbtiq,Daycare centre near a synagogue was vandalized in an evil hate crime incident.,medium,,,
Daycare centre attack near synagogue  evil hate crime  ,https://www.moreechampion.com.au/story/8871419/daycare-centre-attack-near-synagogue-evil-hate-crime/?cs=9676,20250120T221500Z,vandalism,,near synagogue,unknown,Daycare centre near a synagogue was vandalized in what is being described as an evil hate crime.,medium,,,
Daycare centre attack near synagogue  evil hate crime  ,https://www.hawkesburygazette.com.au/story/8871419/fresh-anti-semitic-graffiti-attack-near-synagogue/?cs=30776,20250120T221500Z,vandalism,,near synagogue,general_lgbtiq,A daycare centre near a synagogue was vandalized in what is being described as an evil hate crime.,medium,,,
"Maroubra attack : Childcare centre torched , graffitied with antisemitic message in  evil hate crime  ",https://www.9news.com.au/national/maroubra-attack-antisemitic-message-left-on-childcare-walls-after-fire-in-sydney/da5735e4-139e-46cd-917f-9b6a8621c7ed,20250120T220000Z,vandalism,,Maroubra,unknown,A childcare centre in Maroubra was torched and graffitied with an antisemitic message in an evil hate crime.,high,,-33.9453441,151.2456824
"Authorities vow action after cars torched , home vandalized in latest antisemitic attack in Australia",https://kesq.com/news/national-world/cnn-world/2025/01/16/authorities-vow-action-after-cars-torched-home-vandalized-in-latest-antisemitic-attack-in-australia/,20250117T094500Z,vandalism,,Australia,LGBTIQ+,"Authorities vow action after cars torched, home vandalized in latest antisemitic attack in Australia",medium,,,
"Authorities vow action after cars torched , home vandalized in latest antisemitic attack in Australia",https://keyt.com/news/national-world/cnn-world/2025/01/16/authorities-vow-action-after-cars-torched-home-vandalized-in-latest-antisemitic-attack-in-australia/,20250117T093000Z,vandalism,,Australia,LGBTIQ+,"Authorities vow action after cars torched, home vandalized in latest antisemitic attack in Australia",medium,,,
"Authorities vow action after cars torched , home vandalized in latest antisemitic attack in Australia",https://krdo.com/news/2025/01/16/authorities-vow-action-after-cars-torched-home-vandalized-in-latest-antisemitic-attack-in-australia/,20250117T070000Z,vandalism,,Australia,LGBTIQ+,"Authorities vow action after cars torched, home vandalized in latest antisemitic attack in Australia",high,,,
Counter - terrorism police take up investigation of swastika attack at Sydney synagogue,https://www.theguardian.com/australia-news/2025/jan/13/counter-terrorism-police-take-up-investigation-of-swastika-attack-at-sydney-synagogue,20250112T214500Z,vandalism,2025-01-13,Newtown,unknown,"Counter-terrorism police are investigating a swastika attack at a Sydney synagogue, where vandals also started a fire that could have had deadly consequences according to the commissioner.",high,,,
Hunt for vandals over  disgusting  synagogue attack,https://www.araratadvertiser.com.au/story/8864297/hunt-for-vandals-over-disgusting-synagogue-attack/?cs=9676,20250112T054500Z,vandalism,,synagogue,unknown,Authorities are searching for vandals who attacked a synagogue in an unspecified location. The incident is being described as disgusting and is currently under investigation.,medium,,,
Swastikas sprayed on synagogue in  monstrou attack,https://www.braidwoodtimes.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T123000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.centralwesterndaily.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T113000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.queanbeyanage.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=14264,20250110T103000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.crookwellgazette.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=14264,20250110T094500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.crookwellgazette.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T094500Z,vandalism,,synagogue,general_lgbtiq,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.thecourier.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T093000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.thecourier.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/,20250110T093000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.gloucesteradvocate.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T093000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.maitlandmercury.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/,20250110T091500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.katherinetimes.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T091500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.maitlandmercury.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T091500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.singletonargus.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T091500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.nynganobserver.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T084500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.bordermail.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T084500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.tenterfieldstar.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T083000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.southernhighlandnews.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T083000Z,vandalism,,synagogue,general_lgbtiq,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.examiner.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/,20250110T081500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.armidaleexpress.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T081500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.mudgeeguardian.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T081500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.dailyadvertiser.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T081500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.hepburnadvocate.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T081500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.edenmagnet.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T074500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.edenmagnet.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=14264,20250110T074500Z,vandalism,,synagogue in [specific location not provided],unknown,Swastikas were sprayed on a synagogue in a monstrous attack,high,,,
Swastikas sprayed on synagogue in  monstrou attack,https://www.newcastleherald.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T073000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.standard.net.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T073000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.westernadvocate.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/,20250110T073000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.illawarramercury.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/,20250110T073000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.easternriverinachronicle.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/,20250110T073000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.westernadvocate.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T073000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.illawarramercury.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T073000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.standard.net.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/,20250110T073000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.goulburnpost.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=14264,20250110T071500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.araratadvertiser.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T070000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.therural.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T070000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.dailyliberal.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T070000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.mailtimes.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T070000Z,vandalism,,synagogue in [specific location not provided],general_lgbtiq,Swastikas were sprayed on a synagogue in a monstrous attack,high,,,
Swastikas sprayed on synagogue in  monstrou attack,https://www.dailyliberal.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/,20250110T070000Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.macleayargus.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T064500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.bendigoadvertiser.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/,20250110T064500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.theadvocate.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T064500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.theleader.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=30776,20250110T064500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.juneesoutherncross.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=6409,20250110T064500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.bendigoadvertiser.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=9676,20250110T064500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack,high,,-41.4394914,147.1402349
Swastikas sprayed on synagogue in  monstrou attack,https://www.canberratimes.com.au/story/8863372/swastikas-sprayed-on-synagogue-in-monstrous-attack/?cs=14264,20250110T064500Z,vandalism,,synagogue,unknown,Swastikas were sprayed on a synagogue in a monstrous attack.,high,,-41.4394914,147.1402349
11 Teens Charged With Felony Assault of Gay Men,https://www.metroweekly.com/2025/01/11-teens-charged-with-felony-assault-of-gay-men/,20250104T034500Z,assault,,Mt. Prospect,gay,11 teens have been charged with felony assault of gay men in Mt. Prospect. The incident involved physical violence against the victims.,high,,-34.5853789,150.4073012
Eleven teens arrested in Chicago over dating app attack,https://www.outinperth.com/eleven-teens-arrested-in-chicago-over-dating-app-attack/,20250103T140000Z,assault,,Chicago,unknown,"Eleven teens were arrested in Chicago over a dating app attack, described by police as a 'post and boast' crime.",medium,,-33.7598838,150.9090178
Vandals attack Prime Minister busts ahead of Australia Day | Muswellbrook Chronicle,https://www.muswellbrookchronicle.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=2829,20250124T060000Z,vandalism,,Muswellbrook,general_lgbtiq,Vandals attacked Prime Minister busts ahead of Australia Day in Muswellbrook.,medium,,-32.4881159,150.516408
Vandals attack Prime Minister busts ahead of Australia Day | Southern Highland News,https://www.southernhighlandnews.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=2658,20250124T060000Z,vandalism,,Southern Highlands,unknown,Vandals attacked Prime Minister busts ahead of Australia Day in Southern Highlands.,medium,,-34.4988281,150.4315269
Vandals attack Prime Minister busts ahead of Australia Day | Glen Innes Examiner,https://www.gleninnesexaminer.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=2799,20250124T054500Z,vandalism,,Glen Innes,general_lgbtiq,Vandals attacked Prime Minister busts ahead of Australia Day in Glen Innes.,medium,,-29.7379146,151.7356326
Vandals attack Prime Minister busts ahead of Australia Day | The Inverell Times,https://www.inverelltimes.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=2687,20250124T053000Z,vandalism,,Inverell,unknown,Vandals attacked Prime Minister busts ahead of Australia Day in Inverell.,medium,,-29.4367981,151.1770693
Vandals attack Prime Minister busts ahead of Australia Day | Namoi Valley Independent,https://www.nvi.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=3123,20250124T053000Z,vandalism,,Prime Minister busts,unknown,Vandals attacked Prime Minister busts ahead of Australia Day,medium,,,
Vandals attack Prime Minister busts ahead of Australia Day | Southern Cross,https://www.juneesoutherncross.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=1757,20250124T051500Z,vandalism,,Prime Minister busts,general_lgbtiq,"Vandals attacked Prime Minister busts ahead of Australia Day, causing damage to the statues.",medium,,,
Vandals attack Prime Minister busts ahead of Australia Day | Nyngan Observer,https://www.nynganobserver.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=3051,20250124T051500Z,vandalism,,Nyngan,general_lgbtiq,Vandals attacked Prime Minister busts ahead of Australia Day in Nyngan.,medium,,-31.56287,147.1965904
Vandals attack Prime Minister busts ahead of Australia Day | Braidwood Times,https://www.braidwoodtimes.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=2971,20250124T051500Z,vandalism,,Braidwood,unknown,Vandals attacked Prime Minister busts ahead of Australia Day in Braidwood.,medium,,-35.4388907,149.7955552
Vandals attack Prime Minister busts ahead of Australia Day | Blayney Chronicle,https://www.blayneychronicle.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=2938,20250124T050000Z,vandalism,,Blayney,unknown,Vandals attacked Prime Minister busts ahead of Australia Day in Blayney.,medium,,-33.6166368,149.1640565
Vandals attack Prime Minister busts ahead of Australia Day | The Advocate - Hepburn,https://www.hepburnadvocate.com.au/story/8874805/vandals-attack-prime-minister-busts-ahead-of-australia-day/?cs=2929,20250124T050000Z,vandalism,,Hepburn,unknown,Vandals attacked Prime Minister busts ahead of Australia Day in Hepburn.,medium,,-37.3127405,144.1281275
