incident_id,date_of_incident,incident_type,victim_identity,location,description,article_url,news_source,review_status,submitted_at
INC-20260125165010,,assault,unknown,London,"A woman was punched unconscious after telling a man who followed her from a nightclub that she was not interested. The victim, an 18-year-old, highlighted the pressure women feel to not say no in such situations.",,,pending,2026-01-25T16:50:13.874539
INC-20260125165013,,murder,gay,Surrey,Gerald Matovu was found guilty of killing James Bond actor Eric Michels by plying him with a fatal dose of GHB at his home in Surrey.,,,pending,2026-01-25T16:50:17.187409
INC-20260125165017,,assault,unknown,London pub,Left-wing commentator Owen Jones was attacked in a blatant premeditated assault outside a London pub.,,,pending,2026-01-25T16:50:20.585290
INC-20260125165020,,vandalism,unknown,Gundagai,"The much-loved Dog on the Tuckerbox statue in Gundagai was vandalised last month, causing damage to the 87-year-old bronze statue.",,,pending,2026-01-25T16:50:24.006604
INC-20260125165024,,assault,gay,Westfield,A gay man and his brother were attacked by thugs in an anti-gay attack at Westfield.,,,pending,2026-01-25T16:50:27.379327
INC-20260125165027,,assault,gay,Sydney,Australian gay man hunted down and beaten by bloodthirsty teenagers,,,pending,2026-01-25T16:50:30.763449
INC-20260125165030,,vandalism,unknown,"Holland Park mosque, Brisbane",The Holland Park mosque in Brisbane was vandalised with spray-painted right-wing symbols and a reference to the Christchurch shooter overnight. The mosque's president was not surprised by the incident.,,,pending,2026-01-25T16:50:34.132804
INC-20260125165034,,assault,unknown,retail park,A racially aggravated attack where eggs were thrown at a baby and mother outside a retail park. Police have stated they will not tolerate such unprovoked assaults.,,,pending,2026-01-25T16:50:38.210153
INC-20260125165038,,assault,transgender,"Riverina, NSW",A man has been charged after the death of 25-year-old Filipina trans woman Mhelody Polan Bruno in New South Wales.,,,pending,2026-01-25T16:50:42.063421
INC-20260125165042,,vandalism,general_lgbtiq,Melbourne's south-east,The iconic Nylex building in Melbourne's south-east was defaced with swastikas.,,,pending,2026-01-25T16:50:45.379053
INC-20260125165045,,vandalism,unknown,Plymouth,Homophobic graffiti was daubed on Labour MP Luke Pollard's constituency office in Plymouth. This incident occurred days after 'die Blair' was scrawled on the politician's workplace.,,,pending,2026-01-25T16:50:48.723409
INC-20260125165048,,assault,unknown,"Melbourne, Victoria","23-year-old Robert Murley was accused of bashing, stabbing and almost decapitating 65-year-old Joe Godfrey in March 1991",,,pending,2026-01-25T16:50:52.135094
INC-20260125165052,,vandalism,general_lgbtiq,Adelaide CBD,A man was caught on video vandalising Adelaide's iconic CBD Pride Walk with the words 'Jesus loves you'. The local council described it as disappointing.,,,pending,2026-01-25T16:50:55.558240
INC-20260125165055,,vandalism,general_lgbtiq,"Adelaide, Australia","The rainbow walk in Adelaide, Australia was vandalised with 'Jesus loves you' graffiti.",,,pending,2026-01-25T16:50:58.982156
INC-20260125165058,,vandalism,general_lgbtiq,Adelaide's Light Square,"The Rainbow Walk in Adelaide's Light Square was vandalised with white text saying 'Jesus Loves You', impacting the colorful path celebrating the LGBTIQ+ community.",,,pending,2026-01-25T16:51:02.295629
INC-20260125165102,,assault,unknown,Iowa,An Iowa woman was charged with a hate crime after running over a girl she thought was 'a Mexican' and was also charged in a second hit-and-run incident on the same day.,,,pending,2026-01-25T16:51:05.648052
INC-20260125165105,,threat,unknown,Berlin,Neonazis threatened Berlin State Secretary Chebli with murder,,,pending,2026-01-25T16:51:09.427111
INC-20260125165109,,hate_speech,general_lgbtiq,Mandurah store Krazy Tees,"A t-shirt with the phrase 'Wife basher' displayed in a Mandurah store has sparked controversy, with the store owner claiming it's a joke but domestic violence advocates condemning it as a 'hate crime message' following the death of a mother and three children.",,,pending,2026-01-25T16:51:12.794634
INC-20260125165112,,harassment,gay,Sydney CBD,Jordan was verbally abused and harassed by strangers on a busy street in Sydney CBD simply for holding his boyfriend's hand.,,,pending,2026-01-25T16:51:16.217387
INC-20260125165116,,assault,gay,Wyoming,"In 1998, Matthew Shepard, a first-year college student in Wyoming, was kidnapped, beaten, and left to die in a brutal anti-gay hate crime that inspired anguish and outrage.",,,pending,2026-01-25T16:51:19.576104
INC-20260125165119,,hate_speech,gay,Melbourne,Ex-AFL Women star Moana Hope revealed the disgusting homophobic slurs directed at her and Dustin Martin that led her to turn her back on the game for good.,,,pending,2026-01-25T16:51:22.929945
INC-20260125165122,,murder,gay,cliff,A $2 million reward is being offered to help solve the murder of a gay man who was found naked at the bottom of a cliff.,,,pending,2026-01-25T16:51:26.662288
INC-20260125165126,,threat,general_lgbtiq,"Moore Park, Sydney","Raelene Castle, CEO of Rugby Australia, received a death threat from a supporter of Israel Folau, as reported. Police were contacted, and security was increased around Castle.",,,pending,2026-01-25T16:51:30.012387
INC-20260125165130,,assault,unknown,Sydney,"After 30 years, an arrest has been made in an alleged hate crime killing that was initially ruled a suicide in Sydney.",,,pending,2026-01-25T16:51:33.333083
INC-20260125165133,,fatal fall,gay,Sydney cliff,An American man's fatal fall off a cliff in Sydney has been ruled as a gay hate crime.,,,pending,2026-01-25T16:51:37.095091
INC-20260125165137,,assault,gay,Sydney,A man was pushed from a cliff in an anti-gay hate crime decades ago. Police have now arrested a suspect in connection with the incident.,,,pending,2026-01-25T16:51:40.459617
INC-20260125165140,,killing,gay,Sydney,A man has been charged in Australia for the killing of a gay man in 1988 in Sydney. The victim's identity has not been disclosed in the article.,,,pending,2026-01-25T16:51:43.857079
INC-20260125165143,,murder,gay,Darlinghurst,Australian authorities have made an arrest in the apparent hate crime murder of a gay man in 1988 in Darlinghurst. The victim's identity has not been disclosed at this time.,,,pending,2026-01-25T16:51:47.200401
INC-20260125165147,,killing,gay,Australian Cliff,Arrest made in the 1988 hate crime killing of a gay American at an Australian cliff.,,,pending,2026-01-25T16:51:50.600976
INC-20260125165150,,murder,gay,cliff (specific location not mentioned),A man has been charged with murder over the death of a gay man who fell from a cliff more than 30 years ago. The incident is being investigated as a hate crime.,,,pending,2026-01-25T16:51:54.028665
INC-20260125165154,,murder,gay,Sydney,An Australian man was arrested for the murder of a gay American student in Sydney 32 years ago.,,,pending,2026-01-25T16:51:57.449771
INC-20260125165157,,death,unknown,Sydney,A suspect has been arrested in connection with the 30-year-old apparent homophobic cold case death of an American man in Sydney. The case is currently under investigation by authorities.,,,pending,2026-01-25T16:52:00.938747
INC-20260125165200,,killing,gay,Sydney,Aussie man arrested after 32 years for killing a gay student in Sydney.,,,pending,2026-01-25T16:52:04.744633
INC-20260125165204,,murder,gay,Sydney,"Australian man charged for killing a gay student in Sydney 32 years ago. The suspect, Scott Price, was arrested at his Sydney home and will face court.",,,pending,2026-01-25T16:52:08.079187
INC-20260125165208,,hate speech,gay,Sydney,MasterChef contestant Reynold embroiled in a scandal involving homophobic comments.,,,pending,2026-01-25T16:52:11.494635
INC-20260125165211,,threat,general_lgbtiq,Melbourne,"A city neo-Nazi group is seen as ticking time bombs, posing a threat to the LGBTIQ+ community in the area.",,,pending,2026-01-25T16:52:14.875804
INC-20260125165214,,murder,gay,"Adelaide, South Australia",Man found guilty twice of 'gay panic' murder wins right to appeal fresh conviction.,,,pending,2026-01-25T16:52:18.222710
INC-20260125165218,,murder,gay,Leicester,A Leicester graduate was murdered by his abusive husband using a Tesco carrier bag so he could run away with his gay lover.,,,pending,2026-01-25T16:52:22.088345
INC-20260125165222,,murder,unknown,"Maitland, New South Wales","The murdered pharmacist Jessica Patel died after a sad string of callous and cruel abuse, as revealed in a review into her death.",,,pending,2026-01-25T16:52:26.514899
INC-20260125165226,,assault,gay,Grindr meetup in Sydney,Hate crime charges were added in a gruesome attack on a gay teen during a Grindr meetup in Sydney. The victim suffered serious injuries in the assault.,,,pending,2026-01-25T16:52:30.328048
INC-20260125165230,,hate_speech,general_lgbtiq,Grampians,"A Melbourne neo-Nazi group, National Socialist Network, was seen in the Grampians spreading hate speech.",,,pending,2026-01-25T16:52:33.689340
INC-20260125165233,,hate_speech,general_lgbtiq,Grampians,"Melbourne neo-Nazi group National Socialist Network seen in Grampians uncovered, engaging in hate speech targeting the LGBTIQ+ community.",,,pending,2026-01-25T16:52:37.632148
INC-20260125165237,,assault,First Nations woman and her daughter,"Perth, Western Australia",The Greens have responded to sickening reports of a violent assault by a man with a swastika on a First Nations woman and her daughter in Western Australia.,,,pending,2026-01-25T16:52:41.052955
INC-20260125165241,,assault,Sikh,Sydney,Sikh students attacked in Sydney as tensions over ongoing farmers protests in India spread to Australia,,,pending,2026-01-25T16:52:44.539948
INC-20260125165244,,assault,gay,"Oxford Street, Darlinghurst",RuPaul Drag Race Down Under star Coco Jumbo intervened to save a man from a vicious gay bashing incident on Oxford Street in Darlinghurst.,,,pending,2026-01-25T16:52:48.020077
INC-20260125165248,,assault,unknown,Sydney,"A group of Sikh men were attacked in Sydney, Australia, over alleged support for farmers' protests. CCTV footage shows them fleeing a gang who smashed up their car with bats and hammers while they were still inside.",,,pending,2026-01-25T16:52:51.462022
INC-20260125165251,,assault,Sikhs,Sydney,A group of Sikhs was attacked in Sydney in an apparent hate crime related to tensions over Indian farm laws in Australia.,,,pending,2026-01-25T16:52:54.796652
